Frame;Time_s;Fx_N;Fy_N;Fz_N;Mx_Nm;My_Nm;Mz_Nm;COPx_mm;COPy_mm
314;0.313;0.465;2.756;0.151;0.0299;0.0314;-0.0039;-4.444;0.229
315;0.314;-1.296;-0.711;4.009;-0.0469;-0.0114;0.0039;5.575;4.242
316;0.315;-0.922;-2.354;5.195;-0.023;-0.0485;-0.0064;3.695;9.583
317;0.316;4.292;0.491;5.837;0.0896;0.0191;-0.009;-0.755;2.574
318;0.317;-0.915;0.768;9.519;-0.0196;0.0167;-0.0034;-6.423;3.153
319;0.318;-1.143;-0.294;2.276;-0.0217;-0.0008;-0.0012;6.167;4.958
320;0.319;0.456;-0.884;2.625;-0.0036;-0.0254;0.0024;-3.098;-0.306
321;0.32;0.957;0.589;5.621;0.0131;0.0209;0.0006;-3.669;-0.35
322;0.321;0.333;0.828;8.158;0.0031;0.02;0.0037;-6.142;6.245
323;0.322;-1.363;-0.495;5.544;-0.0222;-0.0147;-0.0075;-14.158;4.675
324;0.323;-1.739;0.996;3.692;-0.0326;0.008;-0.0016;-2.735;0.873
325;0.324;0.894;0.069;4.269;0.005;-0.0006;-0.0072;0.086;-1.928
326;0.325;-0.081;-0.088;9.473;0.0001;0.0014;-0.0061;-6.635;3.447
327;0.326;-2.462;-1.426;7.298;-0.0565;-0.0298;0.0041;-1.935;-3.252
328;0.327;1.757;-0.782;6.85;0.0295;-0.0106;0.0106;8.664;-1.173
329;0.328;1.163;0.797;5.684;0.0124;0.0183;-0.0053;7.645;-4.967
330;0.329;-0.361;1.495;8.235;-0.005;0.0257;0.0003;-2.3;-1.736
331;0.33;-0.39;1.366;6.994;-0.0176;0.0109;0.0041;-9.857;-5.453
332;0.331;0.347;-0.1;6.044;-0.0148;-0.0004;0.007;-1.703;3.817
333;0.332;-1.031;-0.18;4.0;-0.0193;-0.0084;-0.0066;4.483;-6.875
334;0.333;-2.022;-1.014;4.454;-0.0353;-0.0164;0.0122;5.045;3.721
335;0.334;0.484;-0.936;5.935;0.0123;-0.0181;-0.0026;4.696;11.102
336;0.335;-2.159;-0.426;0.038;-0.0559;-0.0122;-0.0001;-5.027;0.734
337;0.336;0.586;1.15;2.847;-0.0025;0.0176;-0.002;-6.874;3.014
338;0.337;-2.162;1.418;1.769;-0.056;0.0249;-0.0121;5.024;-1.337
339;0.338;-0.149;0.427;6.317;-0.0129;0.0033;-0.0065;2.416;10.386
340;0.339;-0.203;0.676;9.708;-0.0068;0.0076;-0.0032;1.972;2.407
341;0.34;2.674;-1.118;7.637;0.0544;-0.0171;-0.0013;9.779;1.217
342;0.341;-1.597;-0.216;5.583;-0.0223;0.0103;0.0015;-4.262;11.341
343;0.342;-2.122;0.832;1.073;-0.0321;0.0131;-0.0022;3.116;-0.719
344;0.343;-0.969;0.073;10.605;-0.0349;-0.0195;-0.0028;-0.861;-9.851
345;0.344;-1.686;0.693;6.685;-0.0345;0.0074;-0.0037;2.898;-2.121
346;0.345;-0.885;-1.546;8.457;-0.0308;-0.0202;0.0075;-3.677;5.095
347;0.346;0.631;1.805;6.059;0.015;0.0255;0.0103;-1.52;0.746
348;0.347;1.158;-0.37;7.127;0.0111;0.0027;-0.0056;-6.596;5.911
349;0.348;2.489;-0.749;8.676;0.0345;-0.0303;-0.0085;1.978;3.262
350;0.349;-1.105;0.125;3.793;-0.0374;0.0068;0.0038;2.692;-2.984
351;0.35;3.958;-4.406;7.215;0.0852;-0.089;-0.001;-0.515;3.818
352;0.351;2.973;-0.396;-1.263;0.0444;-0.0102;-0.0083;-3.26;3.968
353;0.352;-0.305;2.376;7.937;-0.0146;0.0643;-0.002;-3.112;-7.349
354;0.353;-3.437;-0.691;7.169;-0.0707;0.0002;0.0056;1.5;-5.546
355;0.354;-0.125;1.124;5.242;0.0001;0.0326;0.0007;2.484;4.876
356;0.355;0.109;-2.004;7.936;0.0158;-0.0317;-0.0048;4.953;-0.561
357;0.356;-3.449;-1.68;13.994;-0.0712;-0.0186;-0.0066;-0.267;-4.076
358;0.357;0.111;-1.899;6.628;-0.0079;-0.0265;0.0065;-1.504;3.185
359;0.358;-0.3;1.634;5.572;-0.0043;0.0317;-0.0057;6.316;-4.32
360;0.359;-1.179;-2.259;3.019;-0.0344;-0.0476;0.0048;-1.176;1.289
361;0.36;0.94;0.34;5.483;0.0252;-0.0055;0.0035;4.75;3.65
362;0.361;1.508;-0.989;3.458;0.0395;-0.0317;0.0063;6.21;1.652
363;0.362;-0.729;0.772;8.231;-0.0022;-0.0124;0.0021;9.652;-0.737
364;0.363;0.344;-1.29;4.473;-0.0058;-0.0216;-0.0093;-1.485;3.448
365;0.364;-0.982;-0.821;5.993;-0.0191;-0.0222;-0.0031;3.847;-2.581
366;0.365;-1.18;0.443;6.634;-0.0227;0.0204;0.0005;0.035;0.778
367;0.366;0.119;-2.083;6.13;0.0067;-0.0627;0.0022;0.486;0.84
368;0.367;0.785;-2.441;5.554;0.0196;-0.0615;-0.0003;-4.634;-4.223
369;0.368;-0.845;2.391;5.845;-0.0172;0.043;0.0036;0.728;4.821
370;0.369;-3.321;0.091;3.973;-0.0651;-0.0039;0.0071;5.628;-0.973
371;0.37;0.879;0.591;6.568;0.0154;0.0176;-0.0008;-7.287;-1.42
372;0.371;-2.395;0.004;6.05;-0.0591;0.0335;0.0044;10.355;-4.134
373;0.372;0.183;0.43;4.637;0.0077;0.0031;0.0006;-4.314;6.37
374;0.373;2.669;0.01;3.67;0.0419;0.0144;0.0075;1.499;8.751
375;0.374;-0.025;0.487;10.717;0.0022;0.0146;0.0055;1.008;-7.85
376;0.375;-1.785;-1.484;4.819;-0.0371;-0.0441;-0.0007;2.686;1.45
377;0.376;-2.192;-3.114;10.013;-0.0521;-0.0704;0.0013;8.493;1.64
378;0.377;1.756;-0.796;8.351;0.0382;-0.0263;0.0021;-1.465;-3.025
379;0.378;-0.025;1.858;3.138;0.0127;0.0109;-0.0064;-5.599;-0.618
380;0.379;0.81;-0.777;6.111;0.0236;-0.0103;-0.0029;1.651;7.897
381;0.38;1.389;-2.192;4.226;0.0171;-0.057;0.0092;7.197;1.393
382;0.381;-0.074;1.827;5.04;0.0099;0.0211;0.007;1.981;-4.074
383;0.382;-0.463;1.247;5.906;-0.0149;0.0405;0.0049;-8.283;0.013
384;0.383;-1.421;-0.7;10.323;-0.0217;-0.0295;-0.0033;0.488;4.985
385;0.384;-4.624;0.911;4.113;-0.0912;0.02;0.0049;-3.513;3.742
386;0.385;-2.277;0.647;9.048;-0.039;0.0051;0.0037;6.159;10.121
387;0.386;-0.104;-1.49;2.895;0.0065;-0.0498;0.0025;-3.124;7.709
388;0.387;-0.263;1.46;5.724;-0.0011;0.0255;0.0009;9.574;-0.63
389;0.388;0.605;0.781;6.681;0.0208;0.0148;0.0076;6.337;2.06
390;0.389;-0.19;0.558;5.786;-0.0045;0.0024;0.0027;4.705;-3.505
391;0.39;0.239;1.343;-0.3;0.0128;0.0314;-0.0022;4.753;1.012
392;0.391;1.182;-2.294;4.37;0.0193;-0.0494;0.006;-3.588;7.187
393;0.392;-1.328;-0.118;1.415;-0.0348;-0.0169;-0.0084;-3.003;5.927
394;0.393;-0.431;1.879;5.91;-0.0048;0.0537;-0.007;-3.417;-0.85
395;0.394;-2.411;1.549;5.384;-0.0439;0.0303;0.0011;4.372;-0.216
396;0.395;1.459;-1.738;3.119;0.0179;-0.0516;0.0024;2.304;7.416
397;0.396;0.058;0.781;8.43;-0.0043;0.0147;0.0002;-0.288;9.437
398;0.397;0.735;-0.759;7.722;-0.0083;-0.0228;0.0061;-3.604;-4.376
399;0.398;2.314;0.479;3.888;0.0449;0.0093;0.0069;3.398;-2.228
400;0.399;1.619;-0.891;13.176;0.0256;-0.0363;0.0026;-4.329;-2.809
401;0.4;-0.09;1.668;5.473;0.0052;0.0318;-0.0075;0.071;1.231
402;0.401;1.182;2.552;8.516;0.026;0.0631;0.0041;8.366;-2.295
403;0.402;-2.148;1.319;4.49;-0.0604;0.0248;-0.0073;7.85;1.131
404;0.403;0.651;1.353;0.832;0.0307;0.0246;-0.0074;9.872;-2.82
405;0.404;0.208;0.308;8.707;0.0;0.0079;0.0099;3.689;-2.666
406;0.405;-2.427;-0.141;6.912;-0.0443;-0.0142;-0.0123;-8.92;5.915
407;0.406;2.006;1.878;-0.374;0.0411;0.0319;-0.0046;-3.845;-14.551
408;0.407;-1.056;1.118;5.527;-0.0177;0.0167;0.0021;4.502;-5.187
409;0.408;1.025;0.451;4.966;0.0333;0.0067;-0.0035;6.908;-1.627
410;0.409;-0.63;-0.665;7.262;-0.0166;-0.0172;-0.0046;-2.626;2.722
411;0.41;1.49;-1.238;6.067;0.013;-0.0092;-0.0052;2.36;-2.298
412;0.411;1.968;1.142;5.957;0.0358;0.0209;0.0071;-0.807;0.431
413;0.412;-1.245;1.133;9.257;-0.0162;0.023;-0.0037;-0.192;-0.421
414;0.413;-2.296;0.118;3.191;-0.0518;0.0023;0.0019;-0.285;7.703
415;0.414;-0.197;0.217;4.095;-0.0052;0.0157;-0.0013;2.341;5.075
416;0.415;1.273;-1.618;4.224;0.0219;-0.0289;-0.0018;4.996;-1.049
417;0.416;-0.557;-0.75;5.813;-0.0078;-0.0026;-0.0041;-3.919;1.327
418;0.417;-0.92;-1.062;4.374;-0.0156;-0.0227;0.0025;3.905;-0.595
419;0.418;0.732;0.758;4.272;0.0192;0.022;-0.0041;7.249;-4.591
420;0.419;-4.142;-0.133;2.675;-0.0916;-0.002;-0.0008;-2.045;0.269
421;0.42;-0.997;0.096;2.783;-0.032;0.0083;-0.0013;-2.554;11.007
422;0.421;-2.076;-0.784;5.797;-0.0505;-0.0252;-0.0002;9.811;-0.776
423;0.422;0.442;0.192;3.276;0.0186;-0.015;0.004;-7.805;-0.298
424;0.423;-1.104;-1.887;5.039;-0.0305;-0.0296;-0.0027;1.606;4.091
425;0.424;-1.673;2.195;8.071;-0.0347;0.0314;-0.0027;-3.804;4.978
426;0.425;-0.531;0.141;6.572;-0.0182;0.0159;-0.0039;4.621;5.66
427;0.426;-2.203;0.692;8.457;-0.041;0.0134;0.0011;6.21;3.221
428;0.427;-0.02;0.627;-0.086;-0.0222;0.0092;-0.002;-0.367;3.59
429;0.428;-1.024;-0.908;3.29;-0.0161;-0.0314;0.0005;1.765;11.722
430;0.429;-0.566;1.745;4.189;-0.0122;0.0379;0.0016;12.497;-5.634
431;0.43;-1.076;0.313;5.622;-0.0255;0.0099;0.0054;0.635;3.809
432;0.431;1.368;-0.07;5.358;0.0396;0.0068;0.0055;-2.901;0.084
433;0.432;-0.163;1.339;3.408;0.0007;0.0329;0.0161;6.937;9.406
434;0.433;0.787;-0.969;6.889;0.0013;-0.0081;-0.0101;-4.709;2.13
435;0.434;0.72;0.897;6.093;0.0331;0.0182;0.004;6.611;-3.199
436;0.435;-1.209;2.227;1.9;-0.0271;0.036;-0.0069;-2.277;-0.743
437;0.436;0.855;-0.463;6.439;0.0183;-0.0148;-0.0004;-2.465;4.041
438;0.437;0.524;0.656;1.829;0.0109;0.0165;-0.0018;1.23;2.083
439;0.438;0.47;-1.466;10.383;0.0166;-0.0275;-0.0032;11.316;-3.247
440;0.439;-0.598;0.412;4.487;-0.0221;0.0313;-0.0057;1.897;8.987
441;0.44;-0.64;0.459;5.081;-0.0339;0.034;0.0003;4.439;-3.916
442;0.441;1.178;-1.833;7.773;0.0203;-0.0237;-0.0058;-3.228;2.796
443;0.442;3.273;2.063;2.546;0.0775;0.0385;-0.0124;-1.621;-0.571
444;0.443;-1.245;2.569;0.374;-0.0251;0.0478;-0.0054;-0.143;2.239
445;0.444;0.802;-2.135;3.763;0.0069;-0.0294;0.0049;5.517;5.972
446;0.445;-0.549;0.628;9.289;-0.0224;-0.0006;0.0019;4.603;12.268
447;0.446;1.177;-0.381;7.298;0.0254;0.0085;-0.0012;0.164;0.004
448;0.447;0.657;-0.186;1.912;0.0147;0.0013;0.0003;-2.903;5.54
449;0.448;1.59;0.607;3.216;0.0638;0.0305;-0.0011;-8.05;1.786
450;0.449;-4.192;0.184;8.744;-0.0797;0.0067;-0.0047;-3.178;-0.682
451;0.45;-0.902;-0.128;10.682;-0.0122;-0.0071;-0.0023;4.814;-5.951
452;0.451;-1.482;0.452;1.876;-0.0317;0.0019;-0.0071;3.28;-1.956
453;0.452;-0.162;-0.358;4.424;-0.0091;-0.0066;0.0072;-0.576;-0.374
454;0.453;-1.086;0.372;4.968;-0.0151;-0.0092;-0.0091;-4.006;0.972
455;0.454;-0.961;-0.698;-0.244;-0.0163;-0.0125;-0.0055;-5.739;2.622
456;0.455;1.023;1.167;6.649;0.0195;0.0239;-0.0032;-2.514;0.291
457;0.456;2.853;2.512;7.464;0.0552;0.0434;0.002;2.689;6.643
458;0.457;-4.236;0.141;5.873;-0.074;0.0056;-0.0038;7.716;0.125
459;0.458;-0.466;-0.256;2.984;-0.0046;-0.0178;0.0068;2.658;2.4
460;0.459;0.468;1.728;4.796;0.0149;0.0533;0.0032;0.02;5.082
461;0.46;0.007;-2.254;6.67;0.0084;-0.0538;0.0015;7.019;-3.683
462;0.461;-0.518;-0.112;3.728;-0.0166;-0.0001;-0.0037;11.747;-2.471
463;0.462;-2.03;-1.263;4.056;-0.0288;-0.036;-0.0008;-2.828;6.292
464;0.463;-1.414;-0.569;4.477;-0.019;-0.0085;0.0038;-6.554;2.629
465;0.464;1.087;-1.18;8.076;0.0265;-0.0407;0.0002;8.105;3.158
466;0.465;1.614;-0.252;9.054;0.0491;-0.0188;0.0032;-3.934;-4.764
467;0.466;0.145;1.548;7.161;-0.0077;0.0307;0.0087;1.266;-2.62
468;0.467;-1.254;-0.933;5.077;-0.0144;-0.0206;0.0023;-1.204;1.984
469;0.468;0.144;-0.177;6.183;0.0182;0.009;0.0;3.447;-1.84
470;0.469;-0.36;1.441;6.176;-0.003;0.029;-0.0054;-3.068;2.754
471;0.47;0.818;0.696;2.74;0.0252;0.0177;0.0028;2.695;6.161
472;0.471;0.177;0.964;8.776;0.0177;0.0315;-0.0083;1.421;0.242
473;0.472;-0.933;-0.071;3.197;-0.0162;0.0142;0.0054;10.817;-0.068
474;0.473;0.286;-0.545;5.598;-0.0044;-0.0024;0.0053;1.438;-1.801
475;0.474;-1.769;-0.469;2.237;-0.0568;-0.0144;0.0054;1.438;-7.328
476;0.475;1.23;-0.393;3.549;0.0087;-0.0094;0.0056;0.804;1.7
477;0.476;1.774;-1.507;7.673;0.0277;-0.0286;-0.0022;6.461;-6.379
478;0.477;-1.768;-2.757;3.548;-0.0301;-0.0641;0.0001;-0.916;-0.695
479;0.478;0.632;-0.571;0.982;0.0179;-0.0059;0.0001;4.609;3.97
480;0.479;-1.487;0.318;-1.308;-0.0422;0.0061;-0.0013;3.109;-4.309
481;0.48;1.608;-0.625;2.193;0.0086;-0.0118;-0.0004;-3.45;-3.069
482;0.481;1.356;1.352;3.221;0.0077;0.0373;0.0054;10.182;-0.666
483;0.482;-0.345;1.435;4.9;-0.0263;0.0172;-0.0002;7.228;-3.178
484;0.483;1.492;0.146;1.531;0.0323;0.0155;0.0038;11.808;-2.998
485;0.484;-0.647;-0.355;4.569;-0.0238;-0.0051;-0.0039;-4.078;-0.198
486;0.485;-0.965;0.577;2.644;-0.0137;0.0177;0.0035;-7.78;-2.574
487;0.486;-0.853;-0.571;5.908;-0.0081;-0.0121;0.0008;-3.846;5.027
488;0.487;-0.211;-0.22;5.011;0.0074;-0.0159;0.0075;-6.374;3.947
489;0.488;-0.485;-0.967;2.917;-0.0104;-0.0132;-0.0018;5.4;-6.781
490;0.489;0.232;-0.745;2.687;-0.0076;-0.0256;-0.0004;-3.204;-4.077
491;0.49;-0.923;0.733;4.399;-0.0304;0.0167;-0.0014;5.213;0.524
492;0.491;1.147;-0.453;5.411;0.0004;0.007;-0.0022;-3.983;2.134
493;0.492;1.531;0.634;3.069;0.0585;0.0119;0.0009;-2.39;-1.63
494;0.493;-0.744;0.044;6.809;-0.0098;0.0054;-0.0072;-4.615;1.628
495;0.494;-2.141;0.133;3.308;-0.0306;0.0183;-0.0005;-3.181;-0.064
496;0.495;1.086;0.442;1.677;0.0274;0.0228;0.0034;-10.08;-5.027
497;0.496;1.708;-2.587;6.558;0.0349;-0.0609;0.0019;-3.129;1.846
498;0.497;-0.245;-0.464;1.062;-0.0;-0.0251;-0.0019;2.351;-6.354
499;0.498;-1.93;0.397;9.178;-0.0444;0.0122;-0.0053;-8.283;4.928
500;0.499;0.4;1.779;4.055;0.0276;0.0418;0.0047;2.304;-1.579
501;0.5;2.287;0.678;4.533;0.0581;0.0133;0.0045;-0.555;-0.057
502;0.501;-2.814;3.094;10.037;-0.0645;0.0575;-0.0095;-1.329;9.181
503;0.502;0.717;1.609;1.889;0.0202;0.0362;-0.0024;2.181;3.047
504;0.503;-0.47;0.231;8.349;-0.0036;0.0132;0.0082;5.118;4.235
505;0.504;-1.284;-1.473;5.469;-0.031;-0.0218;-0.005;0.097;-6.809
506;0.505;0.747;-0.296;5.805;0.0094;-0.0082;0.0071;-1.743;-4.341
507;0.506;-1.948;-0.204;8.56;-0.0276;-0.0149;0.0085;-3.406;-2.692
508;0.507;0.445;0.166;9.851;0.0111;0.0047;-0.0028;-6.413;0.116
509;0.508;1.97;0.513;6.519;0.0411;-0.0046;0.0006;-3.669;-0.113
510;0.509;0.265;-1.52;6.428;0.007;-0.0291;0.0032;-1.194;0.468
511;0.51;-1.314;0.658;4.495;-0.028;0.007;0.0003;-10.705;12.696
512;0.511;-2.669;-0.284;1.976;-0.0432;-0.0053;0.0008;-1.023;-5.187
513;0.512;-1.923;-0.74;1.446;-0.0296;-0.0072;-0.0005;3.846;2.408
514;0.513;-2.762;-1.485;7.848;-0.0367;-0.0213;0.0033;-5.79;-1.075
515;0.514;2.399;0.3;5.102;0.0549;0.0051;0.0039;5.5;3.891
516;0.515;-0.374;-0.568;2.499;0.0044;-0.0155;0.0013;3.43;2.535
517;0.516;-1.568;-2.643;4.252;-0.0339;-0.0616;0.0022;-0.25;-5.191
518;0.517;-1.947;0.122;6.338;-0.0298;0.0208;0.0064;13.829;1.131
519;0.518;-1.601;-0.196;4.258;-0.0187;-0.003;-0.0023;-3.584;-6.596
520;0.519;-0.504;-1.943;6.019;-0.0037;-0.0569;-0.0041;6.279;3.484
521;0.52;-1.924;0.79;7.059;-0.0462;0.0138;-0.0054;-7.69;-3.28
522;0.521;2.514;-0.301;8.672;0.0531;-0.0044;-0.0011;-4.866;-3.646
523;0.522;-1.121;0.495;1.828;-0.0033;0.0015;0.0001;-3.826;-6.192
524;0.523;-1.174;-1.449;4.079;-0.0155;-0.0229;0.0006;6.548;-11.438
525;0.524;0.462;-0.617;5.513;0.0077;-0.0087;-0.0002;-2.178;-3.66
526;0.525;2.176;0.464;5.224;0.0339;0.0002;0.0012;-5.566;1.49
527;0.526;1.986;0.82;6.79;0.0456;0.0345;0.0049;2.531;-11.185
528;0.527;-0.732;-0.807;0.079;-0.0051;-0.0229;0.0097;-1.022;4.573
529;0.528;0.383;-3.134;1.964;0.0048;-0.072;0.0023;6.87;-5.034
530;0.529;0.224;0.278;8.037;0.0037;0.0166;-0.0049;-3.909;7.406
531;0.53;0.795;-0.247;10.212;0.0024;0.0027;0.0009;-5.509;-2.865
532;0.531;0.384;1.674;4.969;0.0236;0.0262;-0.0018;0.659;4.504
533;0.532;-1.416;-1.203;1.686;-0.0236;-0.0309;-0.0019;6.709;-2.584
534;0.533;-1.89;0.572;0.379;-0.0467;0.0134;-0.0057;-0.729;-7.545
535;0.534;0.263;-1.748;6.962;0.0097;-0.0469;-0.0042;-5.862;1.939
536;0.535;-1.775;0.364;10.214;-0.0402;0.0001;0.0084;7.275;-12.063
537;0.536;2.045;-0.422;7.804;0.0311;-0.0008;0.0021;-0.382;-8.005
538;0.537;0.06;0.275;3.713;0.0127;-0.0017;0.0026;7.249;0.674
539;0.538;-1.539;-0.072;6.425;-0.0351;0.0031;-0.0028;-0.422;-2.503
540;0.539;-0.482;-0.204;0.223;-0.0104;0.0021;0.008;3.3;2.042
541;0.54;-0.761;1.88;2.606;-0.0298;0.0441;-0.0056;0.51;-1.15
542;0.541;-0.197;1.413;4.161;-0.0051;0.0401;-0.0047;0.081;3.455
543;0.542;1.419;0.019;2.812;0.0359;0.0066;0.0022;6.49;5.65
544;0.543;-2.167;-1.096;0.534;-0.0497;-0.0364;0.0013;-9.021;4.997
545;0.544;-2.801;-0.969;8.335;-0.0564;-0.0119;0.007;0.984;1.376
546;0.545;0.507;1.284;6.81;0.0112;0.0361;0.0007;3.693;-7.323
547;0.546;-0.266;0.06;0.857;0.0218;0.014;0.0018;-6.505;2.324
548;0.547;0.245;-0.857;11.968;0.0078;-0.0175;-0.0042;-1.3;-4.689
549;0.548;0.667;-0.794;10.106;-0.0139;-0.0125;0.0021;-1.282;4.812
550;0.549;-0.272;1.644;5.43;0.0055;0.0307;0.0045;5.447;1.882
551;0.55;1.2;0.158;5.443;0.0194;-0.0011;-0.0031;-5.036;-5.211
552;0.551;-1.34;-1.039;0.045;-0.0235;-0.016;0.0062;-0.644;-2.698
553;0.552;0.097;1.822;8.672;0.0005;0.0454;0.0038;3.042;2.217
554;0.553;-1.246;0.462;4.16;-0.0222;0.0083;-0.0006;-0.247;-13.657
555;0.554;-1.695;-1.654;8.083;-0.0617;-0.0344;0.0064;6.353;-4.878
556;0.555;0.923;-1.487;6.134;0.0166;-0.0546;-0.0002;5.823;-8.414
557;0.556;0.854;0.382;4.676;0.0122;0.0016;0.0036;-2.438;-2.227
558;0.557;-2.913;-0.878;3.915;-0.0449;-0.024;0.0004;-7.825;-0.304
559;0.558;-1.683;-0.517;0.506;-0.0368;-0.0065;-0.0053;0.215;6.886
560;0.559;0.438;2.18;5.513;0.0231;0.066;0.0021;0.374;-1.02
561;0.56;1.605;2.361;4.908;0.017;0.0399;-0.0085;0.084;-0.217
562;0.561;-0.999;2.178;3.14;-0.0246;0.0337;-0.0002;5.009;-2.001
563;0.562;-0.276;0.588;-2.127;-0.0049;-0.0017;0.0042;1.221;4.237
564;0.563;-2.12;0.345;1.296;-0.0453;-0.0033;-0.0029;-0.086;-1.096
565;0.564;3.766;-1.332;5.668;0.0818;-0.0249;-0.0041;-2.477;4.69
566;0.565;0.713;-1.384;6.712;0.0095;-0.0365;-0.0019;-2.254;-1.573
567;0.566;1.342;0.154;10.756;0.0204;-0.0052;0.0001;-5.932;6.652
568;0.567;0.987;0.216;1.648;0.0129;0.0055;-0.0016;3.762;1.98
569;0.568;1.4;1.182;2.819;0.0209;0.0353;-0.002;3.36;5.464
570;0.569;0.912;1.022;5.596;0.0059;0.0322;0.0086;-6.313;-2.394
571;0.57;-0.503;0.61;3.987;-0.0177;0.0214;0.0006;-5.641;-11.401
572;0.571;1.116;0.787;1.309;0.0118;0.0205;0.0009;-2.915;-3.278
573;0.572;0.119;0.351;7.096;0.0197;0.0212;0.0109;-4.271;2.91
574;0.573;1.945;1.618;7.197;0.0274;0.0279;0.0081;1.063;7.412
575;0.574;-1.103;-1.27;3.341;-0.0226;-0.0491;0.0076;-4.215;-1.951
576;0.575;-0.812;2.428;3.06;-0.0051;0.0449;0.0013;-8.857;5.974
577;0.576;0.992;0.761;9.578;0.0324;0.0115;-0.0015;1.911;1.783
578;0.577;1.919;-1.565;4.065;0.0367;-0.0398;0.002;5.781;0.794
579;0.578;0.218;0.384;0.606;0.0192;-0.0066;0.0002;-0.255;6.471
580;0.579;-1.069;2.117;5.566;-0.0067;0.038;-0.005;3.875;-3.02
581;0.58;-0.178;-0.68;-1.304;-0.0106;-0.0108;0.0117;0.043;-0.669
582;0.581;-0.747;0.687;4.885;-0.0126;0.006;-0.0089;-6.748;8.225
583;0.582;2.845;-0.033;4.101;0.0586;0.0018;0.0053;-2.714;0.397
584;0.583;1.348;1.813;4.116;0.0477;0.0516;-0.0093;-2.221;-0.157
585;0.584;1.897;0.331;3.899;0.0364;0.0091;-0.0002;8.91;7.944
586;0.585;0.452;-0.691;9.064;0.0008;-0.0046;-0.0034;4.032;1.276
587;0.586;-0.833;0.599;2.513;-0.0392;-0.0045;-0.0055;2.614;9.065
588;0.587;1.76;0.627;3.048;0.0525;0.0099;0.0041;11.528;-0.621
589;0.588;2.481;0.183;4.923;0.0436;-0.0011;-0.0039;9.827;3.503
590;0.589;0.873;-0.608;4.903;0.0313;-0.0151;0.0015;-0.305;17.622
591;0.59;-0.036;-1.637;4.9;0.0083;-0.0189;-0.0016;-3.872;-9.629
592;0.591;1.621;0.005;5.579;0.0163;0.0074;0.0078;-1.931;-7.825
593;0.592;-0.557;-1.892;4.048;-0.0177;-0.0488;0.0042;3.285;6.092
594;0.593;1.147;-0.985;1.688;0.0371;-0.0181;0.0033;-0.254;9.889
595;0.594;-1.067;0.141;3.657;-0.0292;-0.0008;0.0039;-9.178;-5.023
596;0.595;-1.456;1.337;8.074;-0.0189;0.0171;-0.0035;-1.52;-1.453
597;0.596;0.85;1.118;5.826;0.0242;0.0133;0.0029;3.268;3.39
598;0.597;0.507;-2.053;7.245;-0.0012;-0.0444;-0.0048;-9.335;3.632
599;0.598;2.856;1.214;2.037;0.077;0.0393;-0.0083;1.872;6.322
600;0.599;-0.42;-2.437;9.36;0.005;-0.0481;-0.0014;0.787;-4.047
601;0.6;0.035;0.305;7.976;-0.0026;-0.0003;0.0031;-1.887;-2.563
602;0.601;-1.71;0.168;3.128;-0.0114;0.004;-0.0017;-0.218;-4.682
603;0.602;-2.804;1.108;2.381;-0.069;0.0177;0.0046;9.346;-0.625
604;0.603;-2.671;0.258;3.955;-0.0537;0.0194;0.0058;-9.477;5.11
605;0.604;0.695;1.311;10.121;0.0029;0.0502;-0.0051;-7.161;4.82
606;0.605;-1.765;-0.675;9.411;-0.0365;-0.0045;-0.0009;0.401;-3.633
607;0.606;1.69;-0.091;-1.826;0.0441;0.0055;-0.0005;1.337;8.466
608;0.607;2.133;1.099;8.761;0.0408;0.0121;0.01;3.157;-1.115
609;0.608;-0.428;-0.585;9.298;-0.0196;-0.013;-0.0031;-7.272;3.336
610;0.609;2.488;-0.601;3.099;0.0567;-0.0115;0.004;-1.581;3.11
611;0.61;0.341;0.136;6.937;-0.0026;0.006;-0.0021;11.461;10.064
612;0.611;1.687;-1.799;4.265;0.0401;-0.0364;-0.004;0.795;-2.77
613;0.612;-0.339;-0.231;6.282;-0.0101;-0.0076;0.0055;1.223;7.756
614;0.613;1.439;-1.172;7.324;0.0399;-0.0313;-0.0046;-2.028;2.477
615;0.614;-1.415;1.81;3.476;-0.0272;0.0236;0.001;-2.208;1.346
616;0.615;0.934;1.557;-0.726;0.0369;0.0234;0.0013;9.753;-12.667
617;0.616;-0.689;0.895;8.096;-0.0044;0.0181;0.0047;5.253;1.924
618;0.617;-0.196;2.675;6.026;-0.0245;0.0537;0.0076;-0.223;-1.051
619;0.618;0.948;0.303;-0.355;0.0267;0.0148;-0.0037;-3.285;-1.474
620;0.619;0.259;-0.386;8.426;-0.0005;-0.0093;-0.0015;11.474;2.217
621;0.62;-0.112;0.465;8.297;-0.014;0.0125;-0.0001;0.323;-1.289
622;0.621;1.092;0.427;0.98;0.0149;0.0043;0.0063;4.451;5.236
623;0.622;1.205;-0.284;6.233;0.0202;0.0049;-0.0064;2.746;-8.205
624;0.623;-2.078;0.488;3.123;-0.0463;0.01;-0.0061;-5.104;-4.435
625;0.624;0.838;-1.389;5.001;0.0084;-0.0266;-0.0014;4.689;-4.781
626;0.625;1.007;-1.115;8.644;0.0013;-0.0217;-0.0052;-12.01;0.93
627;0.626;-1.128;0.386;6.14;-0.0322;0.0048;-0.0114;-0.389;0.033
628;0.627;0.579;-1.419;5.996;0.006;-0.0237;0.0031;-5.811;-2.05
